transaction_id,customer_id,product_id,date,quantity,amount
US-2016-128902,MB-18085,FUR-TA-10001095,3/11/2016,2,244.006
CA-2016-152289,LC-16930,TEC-AC-10004571,8/26/2016,2,159.984
CA-2016-152289,LC-16930,FUR-CH-10002126,8/26/2016,6,1024.716
US-2016-104794,KD-16495,OFF-FA-10001754,12/16/2016,2,3.68
CA-2014-151708,MB-17305,FUR-FU-10001602,8/8/2014,4,121.376
CA-2014-151708,MB-17305,TEC-AC-10001767,8/8/2014,3,95.976
CA-2015-100769,TH-21550,TEC-AC-10002402,5/16/2015,4,255.968
CA-2017-139199,DK-12835,FUR-CH-10000847,12/9/2017,3,872.94
CA-2017-139199,DK-12835,OFF-BI-10003982,12/9/2017,2,41.54
CA-2017-139199,DK-12835,OFF-PA-10001293,12/9/2017,2,12.96
US-2015-161466,ON-18715,OFF-AR-10000634,9/24/2015,2,6.848
CA-2017-164959,KN-16390,OFF-LA-10004272,7/11/2017,3,8.67
US-2015-105676,NM-18520,FUR-FU-10004270,12/1/2015,4,6.688
CA-2016-113138,NP-18685,OFF-AR-10003770,11/19/2016,6,17.28
CA-2016-113138,NP-18685,OFF-BI-10000320,11/19/2016,3,17.712
US-2017-104955,CG-12040,OFF-LA-10003121,3/19/2017,7,28.91
CA-2016-121958,CS-12505,OFF-SU-10000381,11/13/2016,7,52.136
CA-2017-121468,KD-16345,TEC-PH-10000376,11/19/2017,4,31.968
US-2016-108455,MK-18160,OFF-PA-10002262,12/2/2016,4,25.92
US-2016-108455,MK-18160,OFF-PA-10002464,12/2/2016,7,40.46
US-2016-108455,MK-18160,OFF-ST-10002214,12/2/2016,3,33.87
CA-2017-101210,DW-13540,OFF-AR-10003560,8/25/2017,2,9.728
CA-2017-101210,DW-13540,OFF-PA-10000130,8/25/2017,1,3.424
US-2016-108098,CP-12340,TEC-AC-10000865,10/14/2016,3,177
CA-2014-119032,MS-17770,OFF-FA-10003021,11/27/2014,2,3.76
CA-2015-140410,CM-12655,TEC-PH-10003580,11/3/2015,7,1212.848
CA-2015-140410,CM-12655,TEC-AC-10001109,11/3/2015,3,89.97
CA-2015-140410,CM-12655,FUR-FU-10003347,11/3/2015,3,42.6
CA-2014-136280,Co-12640,OFF-LA-10000452,11/29/2014,2,5.04
CA-2017-151911,DL-13495,OFF-EN-10002986,4/30/2017,4,62.96
CA-2017-166436,TS-21370,OFF-PA-10001838,11/24/2017,1,5.88
CA-2017-166436,TS-21370,FUR-CH-10000785,11/24/2017,6,977.292
CA-2017-139661,JW-15220,FUR-FU-10002885,10/30/2017,2,9.64
CA-2014-123925,RF-19840,OFF-AR-10002952,12/17/2014,3,40.05
CA-2017-152485,JD-15790,OFF-AR-10003759,9/4/2017,7,10.192
CA-2017-152485,JD-15790,OFF-ST-10004950,9/4/2017,1,16.784
CA-2017-152485,JD-15790,OFF-AR-10001940,9/4/2017,5,13.12
CA-2016-141586,NK-18490,OFF-BI-10003981,10/17/2016,5,18.16
CA-2017-130386,NG-18430,OFF-PA-10002749,11/12/2017,3,16.056
CA-2017-130386,NG-18430,OFF-PA-10003823,11/12/2017,9,223.056
CA-2017-130386,NG-18430,OFF-ST-10003716,11/12/2017,3,540.048
CA-2016-100468,AT-10435,TEC-PH-10001300,11/24/2016,2,33.52
CA-2016-100468,AT-10435,FUR-FU-10000010,11/24/2016,2,9.94
CA-2015-153388,PC-19000,OFF-AR-10001868,8/1/2015,4,6.72
CA-2015-153388,PC-19000,FUR-TA-10003715,8/1/2015,6,1004.976
CA-2017-154935,AR-10540,OFF-BI-10003708,12/24/2017,3,17.88
CA-2016-134208,CS-12505,TEC-MA-10004458,9/17/2016,4,396
CA-2017-108294,LS-16975,OFF-BI-10004965,12/10/2017,3,34.5
CA-2017-103611,JM-15535,FUR-FU-10004270,9/12/2017,2,8.36
CA-2017-100384,NH-18610,OFF-AR-10002135,6/24/2017,8,385.6
CA-2017-100384,NH-18610,OFF-AR-10003514,6/24/2017,9,35.82
CA-2017-112809,RA-19915,OFF-ST-10002276,8/18/2017,3,200.064
CA-2017-112809,RA-19915,OFF-BI-10001098,8/18/2017,5,21.38
CA-2017-112809,RA-19915,OFF-BI-10001636,8/18/2017,4,6.744
US-2017-160759,AI-10855,FUR-CH-10002961,12/11/2017,1,63.686
CA-2017-148446,MC-17845,FUR-TA-10004256,12/10/2017,4,1669.6
CA-2014-111059,TB-21400,OFF-BI-10004593,2/3/2014,2,83.84
CA-2014-111059,TB-21400,OFF-BI-10002827,2/3/2014,3,13.272
CA-2017-116204,VW-21775,OFF-BI-10001759,2/11/2017,7,21.336
CA-2017-109946,PL-18925,OFF-AR-10001419,4/16/2017,5,16.52
CA-2015-144806,GH-14425,FUR-FU-10002253,12/6/2015,6,206.112
CA-2015-144806,GH-14425,OFF-PA-10002586,12/6/2015,5,19.92
CA-2015-144806,GH-14425,OFF-PA-10003039,12/6/2015,8,198.272
CA-2015-144806,GH-14425,OFF-ST-10004804,12/6/2015,6,247.104
CA-2015-144806,GH-14425,OFF-AR-10004042,12/6/2015,6,86.304
CA-2016-122392,CJ-12010,OFF-AR-10002221,7/22/2016,2,4.16
CA-2016-122392,CJ-12010,FUR-FU-10002456,7/22/2016,2,11.648
CA-2015-148432,MC-18130,OFF-FA-10004968,11/7/2015,7,26.18
CA-2015-148432,MC-18130,OFF-PA-10001274,11/7/2015,2,7.3
CA-2015-103793,BV-11245,OFF-PA-10001125,3/26/2015,3,74.352
CA-2017-159884,JF-15490,OFF-ST-10000344,8/31/2017,1,10.744
CA-2017-159884,JF-15490,OFF-FA-10000585,8/31/2017,3,8.376
CA-2016-139885,EB-13840,OFF-ST-10003324,12/4/2016,6,212.88
CA-2017-124086,MP-18175,FUR-BO-10004015,2/10/2017,2,203.983
CA-2016-112389,JM-15655,OFF-ST-10000419,10/29/2016,3,40.74
CA-2016-112389,JM-15655,OFF-AP-10001626,10/29/2016,3,11.67
CA-2017-121888,CL-11890,TEC-PH-10000439,9/15/2017,1,39.99
CA-2017-121888,CL-11890,OFF-AR-10003478,9/15/2017,2,16.28
CA-2017-121888,CL-11890,FUR-BO-10002545,9/15/2017,3,782.94
CA-2017-121888,CL-11890,OFF-BI-10001765,9/15/2017,7,242.48
CA-2014-166884,CK-12205,FUR-FU-10003981,3/11/2014,5,8.32
CA-2014-166884,CK-12205,OFF-FA-10001561,3/11/2014,6,10.464
CA-2014-107181,DB-13270,OFF-BI-10004230,2/4/2014,3,82.896
CA-2014-107181,DB-13270,OFF-PA-10000350,2/4/2014,4,34.24
CA-2014-150245,PC-18745,FUR-BO-10002613,12/31/2014,7,1573.488
CA-2015-111395,VB-21745,OFF-PA-10000994,11/23/2015,4,335.52
CA-2015-111395,VB-21745,OFF-BI-10002867,11/23/2015,2,23.912
CA-2015-111395,VB-21745,OFF-ST-10001291,11/23/2015,2,27.056
CA-2014-134278,EP-13915,TEC-CO-10001046,7/6/2014,1,559.992
US-2017-124926,ME-17320,OFF-AP-10004868,11/13/2017,6,9.324
CA-2016-159345,IG-15085,OFF-PA-10000806,6/17/2016,2,111.96
CA-2014-130274,JS-15940,OFF-LA-10002195,5/3/2014,7,21.56
CA-2017-158386,BO-11425,OFF-BI-10003719,10/16/2017,5,124.75
CA-2015-111507,VW-21775,OFF-AR-10001315,2/6/2015,3,5.28
CA-2017-120761,AB-10150,TEC-AC-10000171,9/4/2017,4,91.96
CA-2016-109176,JW-16075,OFF-EN-10003134,5/9/2016,1,9.344
CA-2016-109176,JW-16075,OFF-AR-10001955,5/9/2016,5,79.36
CA-2015-112116,JE-15475,FUR-TA-10001039,3/16/2015,2,171.96
CA-2016-126809,EB-13750,OFF-BI-10003712,4/9/2016,9,35.352
CA-2014-105172,PK-18910,OFF-LA-10001641,4/4/2014,6,18.9
CA-2017-107293,CS-12400,OFF-AR-10003732,9/5/2017,1,2.78
US-2017-102890,SG-20470,FUR-TA-10000577,6/30/2017,5,1044.63
CA-2015-158554,CM-12190,OFF-PA-10004000,11/9/2015,3,11.352
CA-2014-116239,CL-12565,OFF-ST-10001370,3/4/2014,5,354.9
CA-2015-132101,JO-15550,TEC-PH-10004539,3/19/2015,3,453.576
CA-2015-129112,AW-10840,TEC-AC-10003038,11/29/2015,3,21.48
CA-2015-129112,AW-10840,OFF-BI-10000088,11/29/2015,4,8.784
US-2017-152002,DV-13465,OFF-PA-10000357,6/11/2017,3,122.97
CA-2017-165029,AH-10075,OFF-AR-10003504,11/26/2017,3,12.84
US-2014-157385,SC-20095,FUR-CH-10000863,11/23/2014,5,603.92
US-2014-157385,SC-20095,OFF-EN-10003160,11/23/2014,3,21.84
US-2014-157385,SC-20095,TEC-AC-10003280,11/23/2014,1,29.99
US-2014-157385,SC-20095,FUR-CH-10000595,11/23/2014,2,381.44
CA-2014-101602,MC-18100,TEC-PH-10000169,12/15/2014,3,40.68
CA-2014-101602,MC-18100,FUR-CH-10004675,12/15/2014,5,763.28
CA-2016-109057,TT-21460,OFF-ST-10002406,4/22/2016,2,23.952
CA-2016-154403,AP-10720,OFF-PA-10001526,5/23/2016,1,4.98
CA-2016-102456,DL-12865,OFF-AP-10004336,2/27/2016,3,170.88
CA-2015-131338,NP-18325,TEC-PH-10003012,8/9/2015,2,307.98
CA-2015-131338,NP-18325,FUR-TA-10002607,8/9/2015,9,382.806
CA-2015-131338,NP-18325,OFF-ST-10000642,8/9/2015,2,41.96
CA-2015-131338,NP-18325,OFF-BI-10000545,8/9/2015,2,1217.568
CA-2015-131338,NP-18325,FUR-FU-10002157,8/9/2015,3,47.04
CA-2015-131338,NP-18325,FUR-FU-10001706,8/9/2015,2,6.16
CA-2015-131338,NP-18325,TEC-PH-10000984,8/9/2015,5,979.95
CA-2015-131338,NP-18325,OFF-PA-10001357,8/9/2015,3,143.7
CA-2015-131338,NP-18325,OFF-FA-10000992,8/9/2015,3,10.65
CA-2015-131338,NP-18325,TEC-AC-10002600,8/9/2015,4,247.8
CA-2016-109911,VG-21805,OFF-AR-10001662,5/12/2016,4,10.96
US-2016-132423,MY-18295,OFF-AR-10001221,4/15/2016,7,33.488
US-2016-132423,MY-18295,OFF-FA-10002988,4/15/2016,5,8.04
CA-2015-122826,RD-19480,TEC-PH-10004830,6/23/2015,4,201.568
CA-2014-117317,JF-15490,OFF-PA-10004519,10/19/2014,3,13.44
CA-2015-118423,DP-13390,FUR-BO-10000362,3/24/2015,3,359.058
CA-2017-149181,MD-17350,FUR-CH-10004540,5/8/2017,2,47.992
CA-2017-132234,MY-17380,FUR-FU-10001290,10/16/2017,13,547.3
CA-2017-158876,AB-10150,OFF-PA-10000308,11/19/2017,4,16.896
CA-2017-158876,AB-10150,OFF-SU-10001165,11/19/2017,1,6.672
CA-2017-158876,AB-10150,OFF-AR-10003373,11/19/2017,4,99.136
CA-2017-158876,AB-10150,FUR-FU-10001967,11/19/2017,2,15.992
CA-2016-164672,GB-14530,FUR-FU-10001488,5/8/2016,2,211.96
US-2016-132857,CA-12775,OFF-AR-10003251,12/11/2016,3,6.672
CA-2017-116645,ME-17725,OFF-AR-10001044,11/30/2017,6,155.94
US-2016-115819,JO-15280,TEC-PH-10004700,4/19/2016,5,39.96
US-2016-115819,JO-15280,OFF-AR-10000823,4/19/2016,3,5.46
US-2016-115819,JO-15280,OFF-AR-10004456,4/19/2016,5,73.2
US-2016-115819,JO-15280,OFF-BI-10000050,4/19/2016,1,5.84
US-2016-115819,JO-15280,OFF-PA-10002377,4/19/2016,4,22.72
US-2016-115819,JO-15280,OFF-BI-10000591,4/19/2016,3,9.336
CA-2014-156349,ML-17395,FUR-BO-10000362,5/26/2014,2,290.666
CA-2014-156349,ML-17395,TEC-PH-10000441,5/26/2014,2,201.584
CA-2014-156349,ML-17395,TEC-PH-10002726,5/26/2014,2,83.984
CA-2017-138380,YS-21880,OFF-ST-10003306,12/21/2017,7,1000.02
US-2016-113509,PL-18925,TEC-AC-10004855,3/15/2016,3,83.976
CA-2015-130022,JK-16120,OFF-LA-10002787,8/10/2015,1,3.75
CA-2015-130022,JK-16120,OFF-LA-10002043,8/10/2015,4,41.4
CA-2015-130022,JK-16120,OFF-AR-10001915,8/10/2015,3,29.79
US-2016-118780,PN-18775,OFF-ST-10000352,9/10/2016,2,59.48
US-2016-118780,PN-18775,OFF-PA-10000575,9/10/2016,1,6.69
CA-2017-108560,JC-15385,FUR-FU-10002937,7/8/2017,2,198.46
CA-2017-108560,JC-15385,OFF-LA-10003930,7/8/2017,8,786.48
CA-2017-108560,JC-15385,OFF-BI-10001107,7/8/2017,2,23.168
CA-2017-108560,JC-15385,TEC-AC-10003063,7/8/2017,2,50
CA-2015-157084,JG-15160,TEC-PH-10002922,12/19/2015,5,675.96
CA-2015-157084,JG-15160,TEC-AC-10002049,12/19/2015,3,1265.85
CA-2015-164539,PO-19180,OFF-AP-10002457,11/16/2015,5,523.25
CA-2015-143119,MC-17275,FUR-CH-10001270,9/24/2015,6,517.5
CA-2017-101049,AS-10240,FUR-FU-10004415,6/21/2017,5,17.92
CA-2017-101049,AS-10240,OFF-BI-10001510,6/21/2017,6,41.256
CA-2016-106530,CL-12565,OFF-ST-10002011,5/8/2016,3,1006.056
CA-2016-106530,CL-12565,OFF-PA-10002986,5/8/2016,2,10.688
CA-2016-106530,CL-12565,OFF-PA-10004451,5/8/2016,2,10.368
CA-2016-106530,CL-12565,OFF-ST-10000649,5/8/2016,2,25.12
CA-2016-106530,CL-12565,TEC-AC-10001465,5/8/2016,2,58.112
CA-2014-168984,NW-18400,OFF-PA-10001166,11/26/2014,3,15.552
CA-2014-168984,NW-18400,OFF-ST-10001097,11/26/2014,5,669.08
CA-2014-168984,NW-18400,TEC-PH-10000038,11/26/2014,4,438.336
CA-2016-157266,TB-21280,OFF-PA-10002689,5/26/2016,3,19.44
CA-2016-157266,TB-21280,OFF-BI-10004728,5/26/2016,2,9.64
CA-2016-157266,TB-21280,OFF-PA-10004675,5/26/2016,2,12.7
CA-2016-157266,TB-21280,FUR-FU-10000629,5/26/2016,3,41.37
US-2014-134712,BS-11380,OFF-FA-10003112,11/29/2014,2,12.624
CA-2015-111829,FH-14365,OFF-ST-10000142,3/19/2015,3,1247.64
CA-2015-111829,FH-14365,TEC-CO-10001766,3/19/2015,7,3149.93
CA-2015-111829,FH-14365,OFF-PA-10004359,3/19/2015,2,209.7
CA-2015-105221,VM-21685,TEC-AC-10002323,11/1/2015,2,35.36
CA-2015-105221,VM-21685,OFF-FA-10001135,11/1/2015,2,3.168
CA-2015-120341,SF-20200,OFF-BI-10004224,9/26/2015,6,121.104
CA-2015-120341,SF-20200,TEC-PH-10003357,9/26/2015,1,45.894
CA-2014-135699,HH-15010,OFF-PA-10004475,8/29/2014,2,109.92
CA-2014-135699,HH-15010,OFF-PA-10003001,8/29/2014,2,13.36
US-2017-132444,CD-12280,OFF-ST-10003442,11/18/2017,6,169.68
US-2017-132444,CD-12280,TEC-AC-10003832,11/18/2017,4,132.52
US-2017-132444,CD-12280,OFF-FA-10000611,11/18/2017,2,2.96
US-2017-132444,CD-12280,OFF-BI-10001116,11/18/2017,2,8.448
US-2017-132444,CD-12280,OFF-ST-10000563,11/18/2017,3,95.94
CA-2014-127159,HL-15040,FUR-FU-10000010,5/12/2014,7,34.79
CA-2017-161809,TH-21100,TEC-PH-10004922,1/20/2017,3,160.776
CA-2017-127285,MM-18055,OFF-BI-10004330,10/30/2017,3,88.752
CA-2017-127285,MM-18055,OFF-BI-10002072,10/30/2017,2,13.904
CA-2017-144526,QJ-19255,TEC-PH-10002549,4/30/2017,5,677.58
CA-2017-144526,QJ-19255,OFF-BI-10002353,4/30/2017,3,13.896
CA-2016-128531,NS-18505,OFF-ST-10001325,11/24/2016,5,41.92
CA-2016-128531,NS-18505,TEC-AC-10002049,11/24/2016,3,297.576
CA-2016-128531,NS-18505,OFF-FA-10002676,11/24/2016,3,4.344
CA-2016-128531,NS-18505,TEC-AC-10003023,11/24/2016,2,94.992
CA-2016-128531,NS-18505,OFF-PA-10000167,11/24/2016,3,74.352
CA-2016-128531,NS-18505,OFF-AR-10003405,11/24/2016,3,14.04
US-2015-157154,MM-17920,FUR-TA-10001889,1/10/2015,4,1018.104
CA-2017-159457,RD-19480,TEC-PH-10002185,10/19/2017,3,16.68
CA-2016-107615,RB-19645,TEC-AC-10001013,3/22/2016,2,58.58
CA-2017-111647,RD-19585,TEC-PH-10002726,7/3/2017,4,167.968
CA-2015-150560,SW-20455,OFF-LA-10003930,12/11/2015,2,196.62
CA-2015-143077,SF-20965,FUR-FU-10003535,9/17/2015,2,21.936
CA-2015-143077,SF-20965,OFF-BI-10000088,9/17/2015,3,6.588
CA-2016-122728,EB-13930,OFF-ST-10000604,5/18/2016,3,104.28
CA-2016-122728,EB-13930,OFF-PA-10004040,5/18/2016,3,17.94
CA-2014-122882,SB-20290,OFF-ST-10002344,9/7/2014,1,64.784
CA-2014-122882,SB-20290,TEC-PH-10003589,9/7/2014,3,32.382
CA-2014-122882,SB-20290,FUR-FU-10000758,9/7/2014,2,42.368
CA-2014-122882,SB-20290,TEC-MA-10004679,9/7/2014,4,399.54
US-2016-101497,PS-18760,OFF-PA-10000176,9/29/2016,1,18.97
CA-2016-147585,CB-12535,FUR-FU-10002597,11/7/2016,3,14.82
CA-2017-149489,DK-12835,OFF-AP-10002495,4/24/2017,2,99.28
CA-2017-149489,DK-12835,OFF-BI-10002813,4/24/2017,2,1.188
CA-2017-149489,DK-12835,OFF-BI-10002414,4/24/2017,2,7.518
CA-2017-143798,AW-10840,OFF-PA-10000788,12/10/2017,2,10.368
CA-2017-143798,AW-10840,FUR-FU-10004306,12/10/2017,2,310.88
CA-2014-142839,TS-21610,FUR-TA-10001539,8/16/2014,6,853.092
CA-2017-129833,HF-14995,OFF-PA-10000575,12/9/2017,5,33.45
CA-2017-129833,HF-14995,OFF-BI-10004182,12/9/2017,5,10.4
US-2016-154361,HZ-14950,FUR-FU-10004020,3/14/2016,5,21.88
US-2016-158708,AB-10255,TEC-AC-10003133,6/26/2016,2,13.616
CA-2015-156335,PO-19195,TEC-AC-10002006,9/25/2015,4,63.96
CA-2015-156335,PO-19195,OFF-BI-10003314,9/25/2015,3,14.46
CA-2015-156335,PO-19195,TEC-PH-10002726,9/25/2015,2,104.98
CA-2015-148376,AG-10900,OFF-AP-10000240,12/27/2015,2,106.96
CA-2015-148376,AG-10900,OFF-LA-10002381,12/27/2015,7,21.56
CA-2014-135657,SC-20725,FUR-TA-10004086,6/3/2014,6,515.88
CA-2015-114069,ND-18370,OFF-BI-10000320,7/13/2015,2,11.808
CA-2015-114069,ND-18370,FUR-CH-10000595,7/13/2015,9,1931.04
CA-2015-114069,ND-18370,OFF-PA-10000349,7/13/2015,2,9.96
CA-2014-139857,CD-12790,OFF-FA-10001843,2/2/2014,5,12.35
CA-2016-106306,PG-18820,OFF-BI-10003676,3/8/2016,3,9.702
CA-2015-100545,IM-15070,OFF-BI-10003638,11/22/2015,2,11.61
CA-2017-123491,JK-15205,OFF-LA-10003077,10/30/2017,6,43.86
CA-2017-123491,JK-15205,TEC-PH-10003505,10/30/2017,2,148.48
CA-2017-123491,JK-15205,OFF-PA-10003424,10/30/2017,2,7.42
CA-2017-123491,JK-15205,FUR-CH-10003061,10/30/2017,1,71.992
CA-2017-123491,JK-15205,OFF-AR-10003514,10/30/2017,5,19.9
CA-2017-123491,JK-15205,OFF-AP-10002684,10/30/2017,14,1702.12
CA-2015-145401,JP-15520,OFF-PA-10004405,1/30/2015,6,14.304
US-2017-124968,MM-18055,FUR-TA-10004289,9/8/2017,7,765.625
CA-2017-104003,DC-13285,FUR-BO-10003965,10/7/2017,2,307.666
CA-2016-154788,JL-15835,OFF-BI-10003314,4/30/2016,2,7.712
CA-2016-169943,BN-11515,OFF-AP-10001563,5/19/2016,5,242.9
CA-2016-169943,BN-11515,OFF-ST-10004123,5/19/2016,5,454.9
CA-2016-169943,BN-11515,FUR-FU-10002088,5/19/2016,4,35.92
CA-2016-169943,BN-11515,FUR-FU-10000010,5/19/2016,8,39.76
CA-2016-169943,BN-11515,OFF-BI-10002824,5/19/2016,4,47.744
US-2015-123218,KD-16345,TEC-PH-10001061,12/20/2015,2,159.984
US-2015-123218,KD-16345,TEC-AC-10000736,12/20/2015,4,255.968
US-2015-123218,KD-16345,FUR-BO-10003966,12/20/2015,3,359.058
CA-2015-127453,JK-15370,OFF-AP-10000828,12/19/2015,3,434.352
CA-2015-127453,JK-15370,OFF-AP-10002906,12/19/2015,2,3.552
CA-2015-127453,JK-15370,OFF-AP-10003860,12/19/2015,4,88.832
US-2017-164056,FM-14215,FUR-TA-10001307,4/29/2017,5,1048.35
CA-2016-106894,CA-12265,TEC-AC-10003063,2/7/2016,4,100
CA-2016-106894,CA-12265,OFF-LA-10001045,2/7/2016,3,7.83
CA-2014-125136,KD-16495,OFF-PA-10001457,9/28/2014,8,96.256
CA-2014-125136,KD-16495,OFF-PA-10001804,9/28/2014,2,10.688
US-2016-131149,LH-17155,OFF-ST-10000689,7/10/2016,3,338.04
US-2016-131149,LH-17155,OFF-AR-10002135,7/10/2016,4,154.24
CA-2017-101483,AG-10675,OFF-AP-10002082,7/29/2017,2,34.848
CA-2017-101483,AG-10675,TEC-PH-10003442,7/29/2017,5,22
CA-2017-101483,AG-10675,OFF-AR-10002833,7/29/2017,3,4.368
CA-2015-130204,DB-13120,OFF-ST-10001325,9/3/2015,3,31.44
CA-2015-130204,DB-13120,TEC-AC-10003038,9/3/2015,2,17.9
CA-2015-130204,DB-13120,TEC-AC-10003590,9/3/2015,5,129.45
CA-2014-110527,ED-13885,OFF-LA-10000262,8/9/2014,8,20.88
CA-2017-152807,MC-18100,OFF-PA-10004355,10/30/2017,4,20.736
CA-2017-152807,MC-18100,FUR-FU-10004415,10/30/2017,2,7.168
CA-2017-152807,MC-18100,OFF-ST-10002486,10/30/2017,2,11.168
CA-2017-152807,MC-18100,TEC-AC-10001142,10/30/2017,7,442.4
CA-2014-133270,BM-11785,OFF-AR-10002656,6/6/2014,2,13.36
CA-2016-155670,EM-14065,OFF-BI-10000138,8/13/2016,8,11.232
CA-2016-155670,EM-14065,OFF-PA-10004947,8/13/2016,3,10.272
US-2014-157406,DA-13450,OFF-PA-10003543,4/25/2014,2,10.368
US-2014-157406,DA-13450,OFF-AR-10002221,4/25/2014,3,6.24
CA-2015-139094,MO-17800,FUR-TA-10004607,11/22/2015,2,206.962
CA-2017-168837,JW-15955,FUR-FU-10001918,10/14/2017,2,9.46
CA-2017-116715,VW-21775,OFF-ST-10004340,12/2/2017,9,559.62
CA-2017-116715,VW-21775,OFF-PA-10004475,12/2/2017,2,109.92
CA-2017-116715,VW-21775,OFF-PA-10003893,12/2/2017,2,8.56
CA-2015-135622,TT-21460,OFF-PA-10000100,12/8/2015,11,360.712
CA-2015-135622,TT-21460,TEC-PH-10001817,12/8/2015,6,1718.4
US-2015-107349,SL-20155,OFF-BI-10001765,7/13/2015,6,41.568
CA-2014-139017,RM-19375,TEC-AC-10001013,5/11/2014,2,46.864
CA-2014-141817,MB-18085,OFF-AR-10003478,1/5/2014,3,19.536
CA-2015-130785,AG-10900,FUR-BO-10000330,9/5/2015,4,411.332
CA-2015-130785,AG-10900,OFF-BI-10001900,9/5/2015,6,28.752
CA-2015-130785,AG-10900,FUR-BO-10003159,9/5/2015,3,293.199
CA-2016-110254,ML-17755,OFF-SU-10002573,8/4/2016,2,35.06
CA-2016-110254,ML-17755,OFF-LA-10004484,8/4/2016,1,4.13
CA-2016-110254,ML-17755,FUR-FU-10001591,8/4/2016,9,109.8
CA-2016-110254,ML-17755,OFF-LA-10002034,8/4/2016,2,9.82
US-2014-158057,CC-12685,OFF-BI-10004410,3/22/2014,4,7.644
US-2014-158057,CC-12685,OFF-BI-10002735,3/22/2014,5,51.465
CA-2017-146024,SC-20770,OFF-SU-10001935,3/2/2017,4,6.976
CA-2017-146024,SC-20770,OFF-BI-10003291,3/2/2017,7,12.222
CA-2016-129686,GG-14650,OFF-ST-10004337,11/27/2016,2,97.984
CA-2016-129686,GG-14650,TEC-AC-10001266,11/27/2016,6,62.4
CA-2014-118976,MY-18295,OFF-BI-10001628,4/28/2014,2,20.86
CA-2014-118976,MY-18295,OFF-ST-10000877,4/28/2014,9,497.61
CA-2014-118976,MY-18295,OFF-AR-10004752,4/28/2014,2,5.34
CA-2014-118976,MY-18295,OFF-LA-10000452,4/28/2014,1,3.15
CA-2015-105347,DP-13000,OFF-PA-10000675,11/24/2015,9,368.91
CA-2015-105347,DP-13000,OFF-AR-10003045,11/24/2015,5,14.7
CA-2016-124667,BD-11770,TEC-AC-10003447,11/11/2016,3,59.97
CA-2016-124667,BD-11770,OFF-ST-10002276,11/11/2016,1,83.36
CA-2015-111094,CB-12535,OFF-PA-10001609,7/9/2015,2,6.58
CA-2015-111094,CB-12535,OFF-BI-10001597,7/9/2015,3,122.94
CA-2017-166317,JE-15610,OFF-PA-10004475,9/22/2017,4,219.84
CA-2017-166317,JE-15610,TEC-AC-10004510,9/22/2017,6,98.16
CA-2017-166317,JE-15610,OFF-BI-10002976,9/22/2017,8,33.04
CA-2017-166317,JE-15610,TEC-PH-10001615,9/22/2017,3,86.97
CA-2015-154326,RP-19855,TEC-PH-10001819,2/15/2015,3,134.97
CA-2015-154326,RP-19855,TEC-PH-10000560,2/15/2015,2,699.98
CA-2015-154326,RP-19855,TEC-AC-10004568,2/15/2015,5,139.95
CA-2014-102008,RA-19915,OFF-PA-10004092,9/30/2014,1,48.94
CA-2014-120474,RP-19390,FUR-CH-10001854,12/1/2014,8,2807.84
CA-2014-120474,RP-19390,OFF-AR-10000475,12/1/2014,4,46.64
CA-2014-104773,TB-21175,OFF-ST-10000777,12/8/2014,2,60.416
CA-2016-140774,BE-11455,OFF-AR-10004022,9/5/2016,3,107.94
US-2017-139465,MR-17545,OFF-ST-10002352,8/27/2017,8,63.84
US-2017-139465,MR-17545,TEC-PH-10000455,8/27/2017,3,347.97
US-2017-139465,MR-17545,OFF-BI-10003910,8/27/2017,6,37.008
CA-2016-100965,RM-19375,FUR-FU-10003039,7/7/2016,5,215.65
CA-2016-121034,JF-15565,OFF-FA-10000585,8/8/2016,4,11.168
CA-2016-121034,JF-15565,OFF-PA-10001994,8/8/2016,3,53.952
CA-2016-149461,AS-10135,FUR-FU-10004270,11/13/2016,1,4.18
CA-2017-158379,JA-15970,OFF-BI-10002498,9/22/2017,1,5.607
CA-2017-158379,JA-15970,OFF-SU-10002881,9/22/2017,7,4663.736
CA-2017-158379,JA-15970,TEC-AC-10002926,9/22/2017,2,79.984
US-2016-116729,GK-14620,TEC-PH-10002200,12/25/2016,7,2575.944
US-2016-116729,GK-14620,OFF-PA-10002005,12/25/2016,7,45.36
US-2016-116729,GK-14620,TEC-AC-10001465,12/25/2016,7,254.24
CA-2016-164938,PB-19210,TEC-PH-10004897,2/11/2016,7,69.93
CA-2016-165484,HK-14890,FUR-FU-10001196,10/23/2016,7,16.156
CA-2016-165484,HK-14890,OFF-PA-10000595,10/23/2016,3,54.816
CA-2014-132612,FO-14305,FUR-TA-10004534,6/9/2014,7,1441.3
US-2017-161193,BT-11680,FUR-FU-10001861,11/20/2017,5,77.6
US-2017-161193,BT-11680,FUR-FU-10000206,11/20/2017,2,4.656
CA-2015-131597,SP-20620,FUR-TA-10002607,9/14/2015,3,170.136
CA-2015-164833,LL-16840,OFF-LA-10000443,6/4/2015,2,7.38
CA-2015-164833,LL-16840,OFF-AR-10004685,6/4/2015,2,9.26
CA-2015-125423,MC-17575,OFF-LA-10001771,12/13/2015,2,9.96
US-2014-130379,JL-15235,OFF-AP-10001394,5/25/2014,2,75.6
US-2014-130379,JL-15235,FUR-FU-10002553,5/25/2014,2,29.32
